iter	RMSE
285	6.720965008
286	6.71833454
287	6.71583954
288	6.710720154
289	6.70489071
290	6.703983883
291	6.699031493
292	6.693913683
293	6.687040152
294	6.683595587
295	6.682691524
296	6.681994151
297	6.679628989
298	6.67884261
299	6.674289558
300	6.672578827
301	6.670672034
302	6.669151291
303	6.668265834
304	6.66598371
305	6.660313267
306	6.653515796
307	6.647068674
308	6.64392753
309	6.642405035
310	6.637846007
311	6.636369571
312	6.629637735
313	6.62899938
314	6.624441807
315	6.623086075
316	6.618616911
317	6.613583592
318	6.607321185
319	6.600851301
320	6.594774567
321	6.594247119
322	6.591602124
323	6.58659591
324	6.578459779
325	6.577791801
326	6.573300711
327	6.568823211
328	6.562503554
329	6.561863537
330	6.560496536
331	6.554127966
332	6.548668308
333	6.548019795
334	6.544078731
335	6.535336211
336	6.532650531
337	6.529107759
338	6.523905009
339	6.518620102
340	6.515685047
341	6.512575391
342	6.508113363
343	6.504998649
344	6.499908506
345	6.499270137
346	6.494488792
347	6.493801441
348	6.488598351
349	6.485680504
350	6.477698712
351	6.476611076
352	6.475988476
353	6.47398492
354	6.472969147
355	6.471206994
356	6.463906356
357	6.457497453
358	6.451263541
359	6.450699822
360	6.446072157
361	6.443486352
362	6.439874226
363	6.437848203
364	6.432949319
365	6.429063396
366	6.42400476
367	6.420651401
368	6.414922228
369	6.414382256
370	6.410565877
371	6.410170976
372	6.403453777
373	6.395523674
374	6.394307491
375	6.388243928
376	6.386247046
377	6.38181888
378	6.38131939
379	6.378453501
380	6.373088896
381	6.368336173
382	6.362412644
383	6.360252701
384	6.357269549
385	6.355411348
386	6.351053629
387	6.344120144
388	6.34278339
389	6.337801904
390	6.330901474
391	6.327024644
392	6.322141975
393	6.316056667
394	6.312084824
395	6.306207506
396	6.305713105
397	6.301056774
398	6.297362146
399	6.292292188
400	6.286393257
401	6.282104959
402	6.277952971
403	6.276081183
404	6.272682112
405	6.268254845
406	6.264204226
407	6.261813414
408	6.256797203
409	6.254952015
410	6.251525647
411	6.242841694
412	6.238632899
413	6.231093814
414	6.224187074
415	6.221397718
416	6.219205865
417	6.21607324
418	6.214947214
419	6.211765286
420	6.204260488
421	6.201355778
422	6.195740313
423	6.187781105
424	6.18406087
425	6.182821126
426	6.182348632
427	6.180227821
428	6.175093165
429	6.169101526
430	6.167351918
431	6.163325276
432	6.162714391
433	6.160194675
434	6.154743613
435	6.150786507
436	6.148441309
437	6.147407736
438	6.146864617
439	6.142052004
440	6.136868858
441	6.133090134
442	6.127195379
443	6.123406485
444	6.122935178
445	6.121843372
446	6.120326068
447	6.120087294
448	6.115227839
449	6.108610012
450	6.106709081
451	6.102431264
452	6.101200064
453	6.100183478
454	6.095693716
455	6.094094254
456	6.092517761
457	6.090473954
458	6.086333939
459	6.082414121
460	6.07723844
461	6.073560284
462	6.072687926
463	6.069449655
464	6.067574621
465	6.062700684
466	6.061659953
467	6.058594993
468	6.055495503
469	6.048383062
470	6.047982737
471	6.045065657
472	6.038216482
473	6.035076063
474	6.028558479
475	6.026926915
476	6.023294812
477	6.018867964
478	6.015742773
479	6.013614647
480	6.01303539
481	6.00731797
482	6.003014165
483	6.002656002
484	5.9989774
485	5.996383013
486	5.989208333
487	5.988529812
488	5.98828805
489	5.981222081
490	5.978733798
491	5.97218394
492	5.971789894
493	5.969084685
494	5.965447723
495	5.958649297
496	5.952739216
497	5.949789722
498	5.949399525
499	5.947557964
500	5.944595817
501	5.941117983
502	5.940867707
503	5.935682421
504	5.931058124
505	5.93078171
506	5.929715159
507	5.929452953
508	5.925769049
509	5.924458015
510	5.923604783
511	5.92275112
512	5.919541811
513	5.914546029
514	5.911285984
515	5.909122684
516	5.904839533
517	5.898609077
518	5.894721237
519	5.893789381
520	5.890807308
521	5.888952507
522	5.888155332
523	5.882162159
524	5.880308023
525	5.878530758
526	5.877021885
527	5.875391343
528	5.87440684
529	5.874143049
530	5.872654115
531	5.868379124
532	5.865010809
533	5.860857193
534	5.859971382
535	5.855262897
536	5.854155329
537	5.851380768
538	5.847364083
539	5.844146874
540	5.841353699
541	5.836480753
542	5.83089739
543	5.827537572
544	5.823492418
545	5.823188487
546	5.822991026
547	5.821311158
548	5.820552999
549	5.819725234
550	5.815786526
551	5.813888453
552	5.811857724
553	5.811637089
554	5.809984501
555	5.807359058
556	5.803542083
557	5.800043231
558	5.795610699
559	5.792271702
560	5.791782273
561	5.789368523
562	5.788080515
563	5.783749289
564	5.77989626
565	5.77559559
566	5.771150831
567	5.769220673
568	5.764722496
569	5.763874955
570	5.757014284
571	5.755467861
572	5.754610084
573	5.753901306
574	5.75309827
575	5.748826681
576	5.743135611
577	5.742289713
578	5.739165989
579	5.735402504
580	5.733104915
581	5.729190476
582	5.72622443
583	5.722077251
584	5.717876038
585	5.715524464
586	5.714478702
587	5.71150682
588	5.710634793
589	5.706618493
590	5.703928672
591	5.70112542
592	5.700645736
593	5.698990046
594	5.696984838
595	5.694346087
596	5.691008281
597	5.690769034
598	5.684630823
599	5.682870673
600	5.680602698
601	5.6795306
602	5.679299724
603	5.679165019
604	5.678933624
605	5.676252335
606	5.675623969
607	5.669163819
608	5.666151346
609	5.662792539
610	5.662363732
611	5.658037196
612	5.653835575
613	5.651125762
614	5.647945746
615	5.643509304
616	5.639879291
617	5.636214949
618	5.631452613
619	5.630622224
620	5.629336066
621	5.626122137
622	5.623030036
623	5.620640965
624	5.61627689
625	5.610840614
626	5.607235217
627	5.606555742
628	5.603365276
629	5.602730886
630	5.600106126
631	5.597962149
632	5.597181614
633	5.594430363
634	5.591705239
635	5.590853979
636	5.590639588
637	5.588363477
638	5.584829239
639	5.58466704
640	5.583531164
641	5.577971418
642	5.572221317
643	5.571766145
644	5.566271461
645	5.564282235
646	5.559139489
647	5.558551163
648	5.55672627
649	5.553582313
650	5.553294124
651	5.547183554
652	5.543420262
653	5.542037365
654	5.537656352
655	5.535389551
656	5.528425568
657	5.524406316
658	5.523354097
659	5.520547798
660	5.519897617
661	5.517179385
662	5.515599638
663	5.513694916
664	5.510849775
665	5.510575993
666	5.505883631
667	5.502876227
668	5.499995886
669	5.498825632
670	5.496447418
671	5.496239202
672	5.494169475
673	5.493246033
674	5.489611335
675	5.486811648
676	5.485326643
677	5.482106077
678	5.481347246
679	5.479693903
680	5.476980996
681	5.472090745
682	5.466479867
683	5.460854141
684	5.459618958
685	5.452994168
686	5.447789253
687	5.447657585
688	5.446859357
689	5.442469413
690	5.439633802
691	5.438599013
692	5.433906993
693	5.430602038
694	5.428022931
695	5.424744681
696	5.42453105
697	5.423895787
698	5.420079594
699	5.417890101
700	5.414792826
701	5.41422824
702	5.412938408
703	5.408955379
704	5.407267431
705	5.403929699
706	5.402890989
707	5.399535336
708	5.39624292
709	5.393650522
710	5.391872484
711	5.387621202
712	5.384043059
713	5.380593496
714	5.380221524
715	5.376492422
716	5.375931861
717	5.374729544
718	5.369719829
719	5.365134079
720	5.36226033
721	5.360894268
722	5.358451193
723	5.356000926
724	5.352486606
725	5.349395004
726	5.34663696
727	5.346290815
728	5.346133741
729	5.341662305
730	5.336954458
731	5.33643987
732	5.33270515
733	5.330729625
734	5.330147773
735	5.329149659
736	5.326579115
737	5.323727067
738	5.319263845
739	5.317913815
740	5.316658298
741	5.313426911
742	5.312017292
743	5.305608072
744	5.305274392
745	5.30317746
746	5.302971119
747	5.300892834
748	5.297686022
749	5.296704894
750	5.293269987
751	5.290630464
752	5.287569514
753	5.285317675
754	5.284883938
755	5.279899374
756	5.276806129
757	5.274385528
758	5.273901624
759	5.27059313
760	5.269686963
761	5.268009337
762	5.266496533
763	5.261067024
764	5.260403871
765	5.256953548
766	5.253940011
767	5.252516962
768	5.247473231
769	5.245041306
770	5.242193071
771	5.23859083
772	5.236030141
773	5.230457432
774	5.229542215
775	5.228653049
776	5.227109894
777	5.222973477
778	5.22284727
779	5.222365465
780	5.218920552
781	5.216831433
782	5.21310817
783	5.208903695
784	5.204141176
785	5.201649247
786	5.200138323
787	5.199432364
788	5.196072841
789	5.193987155
790	5.193150464
791	5.191738491
792	5.188150022
793	5.184152252
794	5.179507718
795	5.176258095
796	5.1740691
797	5.170588402
798	5.166884491
799	5.166366781
800	5.165202753
801	5.165121275
802	5.163308387
803	5.160621578
804	5.160272177
805	5.159818517
806	5.155432428
807	5.151609083
808	5.1489863
809	5.147689295
810	5.147027944
811	5.143822839
812	5.142916267
813	5.140272497
814	5.138085251
815	5.135236525
816	5.131795324
817	5.131039681
818	5.129613435
819	5.126204037
820	5.124315049
821	5.120936512
822	5.120238738
823	5.117948772
824	5.113253833
825	5.111863575
826	5.108462682
827	5.105853799
828	5.105110454
829	5.101665822
830	5.097740129
831	5.097279696
832	5.094654694
833	5.093490648
834	5.092181721
835	5.089768045
836	5.085586051
837	5.083734057
838	5.082392079
839	5.078240383
840	5.077917135
841	5.075428899
842	5.075327065
843	5.071822729
844	5.068578794
845	5.068448664
846	5.065890271
847	5.064506762
848	5.062526539
849	5.059045245
850	5.057907887
851	5.054247935
852	5.053144164
853	5.052819787
854	5.051033154
855	5.048635683
856	5.046018299
857	5.045228205
858	5.04474611
859	5.042756939
860	5.042181071
861	5.039054144
862	5.038017433
863	5.035920585
864	5.034402762
865	5.032040294
866	5.028336219
867	5.027249177
868	5.023366961
869	5.022963661
870	5.019793757
871	5.015863383
872	5.013341022
873	5.010659118
874	5.006545699
875	5.004089999
876	5.003291432
877	5.000770192
878	4.997611219
879	4.995973464
880	4.99584011
881	4.994196064
882	4.994109809
883	4.99357408
884	4.991510204
885	4.991021993
886	4.988677655
887	4.988064567
888	4.985773662
889	4.985430858
890	4.983568913
891	4.981226532
892	4.977727849
893	4.973920548
894	4.969308567
895	4.968867007
896	4.967093915
897	4.964094292
898	4.962197459
899	4.95955736
900	4.957656014
901	4.955092187
902	4.952596735
903	4.95154033
904	4.949443583
905	4.946768591
906	4.944592322
907	4.943003616
908	4.942553605
909	4.93912576
910	4.936583346
911	4.936280779
912	4.932680537
913	4.930590199
914	4.930491578
915	4.926230009
916	4.92497607
917	4.92352953
918	4.920545499
919	4.919627606
920	4.919498751
921	4.917821589
922	4.91702985
923	4.912124232
924	4.907338049
925	4.906912036
926	4.904514489
927	4.902173227
928	4.901790677
929	4.896998939
930	4.896239555
931	4.895091811
932	4.892411263
933	4.890673354
934	4.888664913
935	4.887456568
936	4.884880183
937	4.88349427
938	4.881285522
939	4.878884669
940	4.877483712
941	4.874993541
942	4.873649852
943	4.872991584
944	4.871649675
945	4.868816559
946	4.866883064
947	4.865402153
948	4.863002105
949	4.86134854
950	4.861120868
951	4.860271834
952	4.854701168
953	4.850999834
954	4.850883818
955	4.848115263
956	4.847419736
957	4.846318034
958	4.845903568
959	4.844816124
960	4.843516727
961	4.839627067
962	4.835145327
963	4.832526499
964	4.828242037
965	4.82537558
966	4.825057665
967	4.821810262
968	4.817852323
969	4.814395164
970	4.813778393
971	4.810223296
972	4.809376666
973	4.80852047
974	4.80431373
975	4.803908571
976	4.800946573
977	4.800530309
978	4.798672627
979	4.798406631
980	4.796741979
981	4.79387974
982	4.791754857
983	4.790698044
984	4.789258006
985	4.788407028
986	4.78655918
987	4.784942443
988	4.783865651
989	4.782594356
990	4.782474305
991	4.7803774
992	4.7778034
993	4.775242572
994	4.773449933
995	4.773195761
996	4.772459872
997	4.770137495
998	4.76765032
999	4.766324
